Time,level,current,voltage,power,maxvolt,minvolt,temp
﻿2022-01-25 12:40:14,63,0.45,25.62,11.01,25.67,24.66,25
﻿2022-01-25 12:40:20,63,0.45,25.62,11.01,25.67,24.66,25
﻿2022-01-25 12:40:26,63,0.45,25.64,11.28,25.67,24.66,25
﻿2022-01-25 12:40:32,63,0.46,25.63,11.27,25.67,24.66,25
﻿2022-01-25 12:40:38,63,0.47,25.63,11.53,25.67,24.66,25
﻿2022-01-25 12:40:44,63,0.49,25.63,11.78,25.67,24.66,25
﻿2022-01-25 12:40:50,63,0.46,25.65,11.79,25.67,24.66,25
﻿2022-01-25 12:40:56,63,0.5,25.63,12.3,25.67,24.66,25
﻿2022-01-25 12:41:02,63,0.48,25.64,12.3,25.67,24.66,25
﻿2022-01-25 12:41:08,63,0.49,25.64,11.79,25.67,24.66,25
﻿2022-01-25 12:41:14,63,0.49,25.64,12.05,25.67,24.66,25
﻿2022-01-25 12:41:20,63,0.47,25.66,12.06,25.67,24.66,25
﻿2022-01-25 12:41:26,64,0.49,25.66,12.57,25.67,24.66,25
﻿2022-01-25 12:41:32,63,0.55,25.65,13.08,25.67,24.66,25
﻿2022-01-25 12:41:38,63,0.51,25.65,14.1,25.67,24.66,25
﻿2022-01-25 12:41:44,63,0.55,25.65,13.59,25.67,24.66,25
﻿2022-01-25 12:41:50,63,0.53,25.65,13.85,25.67,24.66,25
﻿2022-01-25 12:41:56,64,0.55,25.65,13.85,25.68,24.66,25
﻿2022-01-25 12:42:02,64,0.55,25.66,14.11,25.68,24.66,25
﻿2022-01-25 12:42:08,64,0.58,25.66,14.88,25.68,24.66,25
﻿2022-01-25 12:42:14,64,0.58,25.68,14.63,25.69,24.66,25
﻿2022-01-25 12:42:20,64,0.6,25.66,14.62,25.69,24.66,25
﻿2022-01-25 12:42:26,64,0.57,25.67,15.65,25.69,24.66,25
﻿2022-01-25 12:42:32,64,0.61,25.67,15.65,25.69,24.66,25
﻿2022-01-25 12:42:38,64,0.61,25.67,15.65,25.7,24.66,25
﻿2022-01-25 12:42:44,64,0.62,25.69,15.92,25.7,24.66,25
﻿2022-01-25 12:42:50,64,0.62,25.69,16.69,25.7,24.66,25
﻿2022-01-25 12:42:56,64,0.64,25.69,16.18,25.7,24.66,25
﻿2022-01-25 12:43:02,64,0.64,25.69,16.44,25.7,24.66,25
﻿2022-01-25 12:43:08,64,0.65,25.69,16.44,25.71,24.66,25
﻿2022-01-25 12:43:14,64,0.64,25.69,16.44,25.71,24.66,25
﻿2022-01-25 12:43:20,65,0.66,25.71,16.45,25.71,24.66,25
﻿2022-01-25 12:43:26,64,0.66,25.71,17.22,25.72,24.66,25
﻿2022-01-25 12:43:32,65,0.64,25.69,16.69,25.72,24.66,25
﻿2022-01-25 12:43:38,65,0.66,25.7,16.96,25.72,24.66,25
﻿2022-01-25 12:43:44,64,0.66,25.66,17.19,25.72,24.66,25
﻿2022-01-25 12:43:51,63,0.69,25.66,16.93,25.72,24.66,25
﻿2022-01-25 12:43:56,64,0.67,25.66,17.7,25.72,24.66,25
﻿2022-01-25 12:44:02,64,0.7,25.69,17.72,25.72,24.66,25
﻿2022-01-25 12:44:08,64,0.68,25.67,17.96,25.72,24.66,25
﻿2022-01-25 12:44:14,64,0.68,25.69,17.98,25.72,24.66,25
﻿2022-01-25 12:44:21,65,0.69,25.71,17.99,25.72,24.66,25
﻿2022-01-25 12:44:27,64,0.7,25.69,17.98,25.72,24.66,25
﻿2022-01-25 12:44:33,65,0.71,25.71,18.25,25.72,24.66,25
﻿2022-01-25 12:44:39,64,0.73,25.7,17.47,25.72,24.66,25
﻿2022-01-25 12:44:45,64,0.72,25.7,17.47,25.73,24.66,25
﻿2022-01-25 12:44:51,65,0.71,25.71,18.51,25.73,24.66,25
﻿2022-01-25 12:44:57,65,0.73,25.71,18.51,25.73,24.66,25
﻿2022-01-25 12:45:03,65,0.72,25.74,18.79,25.74,24.66,25
﻿2022-01-25 12:45:09,65,0.74,25.72,18.51,25.74,24.66,25
﻿2022-01-25 12:45:15,61,0.73,25.66,18.98,25.74,24.66,25
﻿2022-01-25 12:45:21,64,0.75,25.7,19.27,25.74,24.66,25
﻿2022-01-25 12:45:27,64,0.77,25.7,19.01,25.74,24.66,25
﻿2022-01-25 12:45:33,65,0.77,25.72,19.8,25.74,24.66,25
﻿2022-01-25 12:45:39,65,0.77,25.7,20.04,25.74,24.66,25
﻿2022-01-25 12:45:45,65,0.77,25.72,20.06,25.74,24.66,25
﻿2022-01-25 12:45:51,65,0.77,25.72,19.8,25.74,24.66,25
﻿2022-01-25 12:45:57,65,0.79,25.74,20.33,25.74,24.66,25
﻿2022-01-25 12:46:03,65,0.78,25.73,20.32,25.75,24.66,25
﻿2022-01-25 12:46:09,65,0.81,25.73,20.58,25.75,24.66,25
﻿2022-01-25 12:46:15,65,0.81,25.75,21.11,25.75,24.66,25
﻿2022-01-25 12:46:21,65,0.81,25.75,21.63,25.76,24.66,25
﻿2022-01-25 12:46:27,65,0.83,25.75,21.63,25.76,24.66,25
﻿2022-01-25 12:46:33,65,0.84,25.75,22.14,25.77,24.66,25
﻿2022-01-25 12:46:39,66,0.85,25.75,21.88,25.78,24.66,25
﻿2022-01-25 12:46:45,66,0.87,25.75,22.66,25.78,24.66,25
﻿2022-01-25 12:46:51,66,0.87,25.75,22.91,25.78,24.66,25
﻿2022-01-25 12:46:57,66,0.86,25.76,22.66,25.78,24.66,25
﻿2022-01-25 12:47:03,65,0.88,25.76,23.18,25.78,24.66,25
﻿2022-01-25 12:47:09,66,0.88,25.77,22.67,25.79,24.66,25
﻿2022-01-25 12:47:15,66,0.9,25.79,22.95,25.79,24.66,25
﻿2022-01-25 12:47:21,66,0.92,25.79,23.21,25.79,24.66,25
﻿2022-01-25 12:47:27,66,0.9,25.78,22.94,25.8,24.66,25
﻿2022-01-25 12:47:33,66,0.91,25.81,24,25.81,24.66,25
﻿2022-01-25 12:47:39,66,0.92,25.81,24.26,25.81,24.66,25
﻿2022-01-25 12:47:45,66,0.91,25.8,23.47,25.81,24.66,25
﻿2022-01-25 12:47:51,66,0.92,25.8,23.99,25.81,24.66,25
﻿2022-01-25 12:47:57,66,0.91,25.8,23.99,25.82,24.66,25
﻿2022-01-25 12:48:03,66,0.93,25.8,24.25,25.82,24.66,25
﻿2022-01-25 12:48:09,66,0.9,25.8,23.22,25.82,24.66,25
﻿2022-01-25 12:48:15,66,0.92,25.83,23.76,25.83,24.66,25
﻿2022-01-25 12:48:21,66,0.93,25.81,23.22,25.83,24.66,25
﻿2022-01-25 12:48:27,67,0.91,25.81,22.97,25.83,24.66,25
﻿2022-01-25 12:48:33,66,0.91,25.84,23.25,25.84,24.66,25
﻿2022-01-25 12:48:39,66,0.9,25.81,23.48,25.84,24.66,25
﻿2022-01-25 12:48:45,66,0.88,25.81,22.71,25.84,24.66,25
﻿2022-01-25 12:48:51,67,0.85,25.82,22.72,25.84,24.66,25
﻿2022-01-25 12:48:57,67,0.86,25.82,21.43,25.84,24.66,25
﻿2022-01-25 12:49:03,67,0.85,25.82,21.43,25.84,24.66,25
﻿2022-01-25 12:49:09,67,0.83,25.82,21.68,25.85,24.66,25
﻿2022-01-25 12:49:15,67,0.82,25.84,21.96,25.85,24.66,25
﻿2022-01-25 12:49:21,66,0.82,25.8,21.93,25.85,24.66,25
﻿2022-01-25 12:49:27,66,0.81,25.8,20.64,25.85,24.66,25
﻿2022-01-25 12:49:33,67,0.79,25.82,21.94,25.85,24.66,25
﻿2022-01-25 12:49:39,66,0.81,25.83,20.4,25.85,24.66,25
﻿2022-01-25 12:49:45,67,0.82,25.81,20.64,25.85,24.66,25
﻿2022-01-25 12:49:51,66,0.79,25.81,20.13,25.85,24.66,25
﻿2022-01-25 12:49:57,67,0.77,25.81,20.64,25.85,24.66,25
﻿2022-01-25 12:50:03,66,0.8,25.83,20.4,25.85,24.66,25
﻿2022-01-25 12:50:09,67,0.79,25.83,20.14,25.85,24.66,25
﻿2022-01-25 12:50:15,67,0.78,25.83,20.4,25.85,24.66,25
﻿2022-01-25 12:50:21,67,0.79,25.82,20.91,25.85,24.66,25
﻿2022-01-25 12:50:27,67,0.8,25.82,20.65,25.85,24.66,25
﻿2022-01-25 12:50:33,67,0.79,25.83,20.66,25.85,24.66,25
﻿2022-01-25 12:50:39,67,0.82,25.83,20.66,25.85,24.66,25
﻿2022-01-25 12:50:45,67,0.79,25.83,20.66,25.85,24.66,25
﻿2022-01-25 12:50:51,67,0.78,25.84,20.41,25.85,24.66,25
﻿2022-01-25 12:50:57,67,0.77,25.84,20.41,25.85,24.66,25
﻿2022-01-25 12:51:03,67,0.77,25.84,20.15,25.85,24.66,25
﻿2022-01-25 12:51:09,67,0.79,25.83,20.66,25.86,24.66,25
﻿2022-01-25 12:51:15,67,0.79,25.85,20.68,25.86,24.66,25
﻿2022-01-25 12:51:21,67,0.79,25.85,19.9,25.86,24.66,25
﻿2022-01-25 12:51:27,67,0.78,25.85,20.42,25.86,24.66,25
﻿2022-01-25 12:51:33,67,0.81,25.85,20.68,25.86,24.66,25
﻿2022-01-25 12:51:39,67,0.79,25.86,20.94,25.86,24.66,25
﻿2022-01-25 12:51:45,67,0.79,25.84,19.89,25.86,24.66,25
﻿2022-01-25 12:51:51,67,0.81,25.86,20.94,25.87,24.66,25
﻿2022-01-25 12:51:57,67,0.77,25.86,20.68,25.87,24.66,25
﻿2022-01-25 12:52:03,67,0.81,25.84,20.15,25.87,24.66,25
﻿2022-01-25 12:52:09,67,0.79,25.87,19.91,25.87,24.66,25
﻿2022-01-25 12:52:15,67,0.79,25.85,20.68,25.88,24.66,25
﻿2022-01-25 12:52:21,67,0.79,25.85,20.42,25.88,24.66,25
﻿2022-01-25 12:52:27,66,0.8,25.76,20.35,25.88,24.66,25
﻿2022-01-25 12:52:33,61,0.79,25.5,19.63,25.88,24.66,25
﻿2022-01-25 12:52:39,60,0.8,25.54,19.92,25.88,24.66,25
﻿2022-01-25 12:52:45,53,0.78,25.07,18.8,25.88,24.66,25
﻿2022-01-25 12:52:51,51,0.77,24.95,18.71,25.88,24.66,25
﻿2022-01-25 12:52:57,48,0.8,24.84,18.63,25.88,24.66,25
﻿2022-01-25 12:53:03,47,0.77,24.74,18.55,25.88,24.66,25
﻿2022-01-25 12:53:09,45,0.78,24.65,18.73,25.88,24.65,25
﻿2022-01-25 12:53:15,44,0.76,24.6,18.45,25.88,24.6,25
﻿2022-01-25 12:53:21,44,0.77,24.56,18.42,25.88,24.56,25
﻿2022-01-25 12:53:27,36,0.75,24.15,18.35,25.88,24.13,25
﻿2022-01-25 12:53:33,34,0.72,24.07,17.81,25.88,24.06,25
﻿2022-01-25 12:53:39,37,0.71,24.22,17.68,25.88,24.04,25
﻿2022-01-25 12:53:45,37,0.73,24.21,17.67,25.88,24.04,25
﻿2022-01-25 12:53:51,37,0.73,24.21,16.7,25.88,24.04,25
﻿2022-01-25 12:53:57,30,0.7,23.84,17.88,25.88,23.84,25
﻿2022-01-25 12:54:03,29,0.68,23.8,15.94,25.88,23.8,25
﻿2022-01-25 12:54:09,35,0.69,24.11,16.87,25.88,23.76,25
﻿2022-01-25 12:54:15,35,0.74,24.14,16.41,25.88,23.76,25
﻿2022-01-25 12:54:21,30,0.68,23.83,16.68,25.88,23.76,25
﻿2022-01-25 12:54:27,29,0.68,23.79,15.93,25.88,23.76,25
﻿2022-01-25 12:54:33,29,0.69,23.79,15.7,25.88,23.76,25
﻿2022-01-25 12:54:39,28,0.69,23.75,16.38,25.88,23.74,25
﻿2022-01-25 12:54:45,35,0.72,24.09,17.6,25.88,23.74,25
﻿2022-01-25 12:54:51,30,0.69,23.82,17.62,25.88,23.74,25
﻿2022-01-25 12:54:57,29,0.7,23.77,16.87,25.88,23.74,25
﻿2022-01-25 12:55:03,35,0.68,24.11,16.39,25.88,23.74,25
﻿2022-01-25 12:55:09,35,0.69,24.14,15.93,25.88,23.74,25
﻿2022-01-25 12:55:15,36,0.7,24.16,16.42,25.88,23.74,25
﻿2022-01-25 12:55:21,35,0.68,24.14,16.89,25.88,23.74,25
﻿2022-01-25 12:55:27,28,0.71,23.78,16.64,25.88,23.74,25
﻿2022-01-25 12:55:33,34,0.68,24.07,15.88,25.88,23.73,25
﻿2022-01-25 12:55:39,35,0.68,24.14,16.17,25.88,23.73,25
﻿2022-01-25 12:55:45,36,0.67,24.15,15.93,25.88,23.73,25
﻿2022-01-25 12:55:51,36,0.68,24.15,15.45,25.88,23.73,25
﻿2022-01-25 12:55:57,29,0.63,23.8,15.7,25.88,23.73,25
﻿2022-01-25 12:56:03,29,0.64,23.77,14.73,25.88,23.73,25
﻿2022-01-25 12:56:09,35,0.66,24.12,15.43,25.88,23.73,25
﻿2022-01-25 12:56:15,28,0.63,23.78,15.21,25.88,23.73,25
﻿2022-01-25 12:56:21,28,0.63,23.75,15.67,25.88,23.73,25
﻿2022-01-25 12:56:27,28,0.64,23.74,14.95,25.88,23.73,25
﻿2022-01-25 12:56:33,34,0.63,24.07,15.4,25.88,23.73,25
﻿2022-01-25 12:56:39,39,0.63,24.32,15.07,25.88,23.73,25
﻿2022-01-25 12:56:45,33,0.58,24,15.84,25.88,23.73,25
﻿2022-01-25 12:56:51,37,0.62,24.01,14.16,25.88,23.73,25
﻿2022-01-25 12:56:57,39,0.6,24.32,14.59,25.88,23.73,25
﻿2022-01-25 12:57:03,39,0.6,24.33,15.08,25.88,23.73,25
﻿2022-01-25 12:57:09,36,0.59,24.15,14.24,25.88,23.73,25
﻿2022-01-25 12:57:15,36,0.63,23.91,14.07,25.88,23.73,25
﻿2022-01-25 12:57:21,35,0.61,24.13,14.71,25.88,23.73,25
﻿2022-01-25 12:57:27,29,0.6,23.78,12.84,25.88,23.73,25
﻿2022-01-25 12:57:33,34,0.6,23.77,14.73,25.88,23.73,25
﻿2022-01-25 12:57:39,28,0.57,23.75,14.25,25.88,23.73,25
﻿2022-01-25 12:57:45,35,0.6,24.11,13.74,25.88,23.72,25
﻿2022-01-25 12:57:51,35,0.57,24.12,13.98,25.88,23.72,25
﻿2022-01-25 12:57:57,34,0.59,24.04,13.22,25.88,23.72,25
﻿2022-01-25 12:58:03,36,0.58,24.15,14,25.88,23.72,25
﻿2022-01-25 12:58:09,36,0.55,24.08,14.2,25.88,23.72,25
﻿2022-01-25 12:58:15,34,0.57,24.03,13.93,25.88,23.72,25
﻿2022-01-25 12:58:21,27,0.58,23.71,14.46,25.88,23.69,25
﻿2022-01-25 12:58:27,27,0.8,23.68,19.41,25.88,23.65,25
﻿2022-01-25 12:58:33,33,0.78,24.01,19.2,25.88,23.65,25
﻿2022-01-25 12:58:39,27,0.76,23.7,19.9,25.88,23.65,25
﻿2022-01-25 12:58:45,27,0.96,23.68,22.73,25.88,23.65,25
﻿2022-01-25 12:58:51,33,0.93,24.02,22.33,25.88,23.65,25
﻿2022-01-25 12:58:57,34,0.87,24.04,21.39,25.88,23.65,25
﻿2022-01-25 12:59:03,27,0.79,23.7,19.19,25.88,23.65,25
﻿2022-01-25 12:59:09,100,0,33.35,0,36.39,23.65,25
﻿2022-01-25 13:04:15,40,0,24.36,0,25.24,24.13,25
﻿2022-01-25 13:04:21,32,0,23.97,0,25.24,23.97,25
﻿2022-01-25 13:04:27,31,0,23.92,0,25.24,23.92,25
﻿2022-01-25 13:04:33,32,0,23.93,0,25.24,23.92,25
﻿2022-01-25 13:04:39,38,0,24.31,0,25.24,23.91,25
﻿2022-01-25 13:04:45,39,0,24.31,0,25.24,23.91,25
﻿2022-01-25 13:04:51,39,0,24.34,0,25.24,23.91,25
﻿2022-01-25 13:04:57,32,0,23.95,0,25.24,23.91,25
﻿2022-01-25 13:05:03,32,0,23.93,0,25.24,23.91,25
﻿2022-01-25 13:05:09,38,0,24.3,0,25.24,23.91,25
﻿2022-01-25 13:05:15,39,0,24.33,0,25.24,23.91,25
﻿2022-01-25 13:05:21,32,0,23.93,0,25.24,23.91,25
﻿2022-01-25 13:05:27,31,0,23.9,0,25.24,23.9,25
﻿2022-01-25 13:05:33,38,0,24.3,0,25.24,23.9,25
﻿2022-01-25 13:05:39,32,0,23.94,0,25.24,23.9,25
﻿2022-01-25 13:05:45,31,0,23.9,0,25.24,23.9,25
﻿2022-01-25 13:05:51,32,0,23.93,0,25.24,23.9,25
﻿2022-01-25 13:05:57,31,0,23.89,0,25.24,23.89,25
﻿2022-01-25 13:06:03,38,0,24.29,0,25.24,23.89,25
﻿2022-01-25 13:06:09,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:06:15,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:06:21,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:06:27,48,0,24.81,0,25.24,23.89,25
﻿2022-01-25 13:06:33,50,0,24.9,0,25.24,23.89,25
﻿2022-01-25 13:06:39,50,0,24.95,0,25.24,23.89,25
﻿2022-01-25 13:06:45,51,0,25.01,0,25.24,23.89,25
﻿2022-01-25 13:06:51,50,0,24.91,0,25.24,23.89,25
﻿2022-01-25 13:06:57,46,0,24.73,0,25.24,23.89,25
﻿2022-01-25 13:07:03,43,0,24.53,0,25.24,23.89,25
﻿2022-01-25 13:07:09,41,0,24.44,0,25.24,23.89,25
﻿2022-01-25 13:07:15,40,0,24.38,0,25.24,23.89,25
﻿2022-01-25 13:07:21,40,0,24.38,0,25.24,23.89,25
﻿2022-01-25 13:07:28,40,0,24.36,0,25.24,23.89,25
﻿2022-01-25 13:07:33,40,0,24.36,0,25.24,23.89,25
﻿2022-01-25 13:07:40,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:07:45,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:07:52,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:07:58,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:08:04,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:08:10,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:08:16,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:08:22,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:08:28,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:08:34,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:08:40,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:08:46,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:08:52,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:08:58,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:09:04,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:09:10,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:09:16,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:09:22,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:09:28,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:09:34,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:09:40,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:09:46,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:09:52,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:09:58,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:10:04,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:10:10,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:10:16,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:10:22,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:10:28,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:10:34,39,0,24.34,0,25.24,23.89,25
﻿2022-01-25 13:10:40,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:10:46,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:10:52,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:10:58,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:11:04,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:11:10,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:11:16,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:11:22,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:11:28,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:11:34,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:11:40,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:11:46,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:11:52,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:11:58,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:12:04,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:12:10,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:12:16,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:12:22,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:12:28,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:12:34,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:12:40,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:12:46,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:12:52,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:12:58,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:13:04,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:13:10,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:13:16,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:13:22,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:13:28,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:13:34,39,0,24.33,0,25.24,23.89,25
﻿2022-01-25 13:13:40,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:13:46,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:13:52,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:13:58,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:14:04,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:14:10,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:14:16,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:14:22,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:14:28,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:14:34,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:14:40,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:14:46,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:14:52,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:14:58,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:15:04,39,0,24.31,0,25.24,23.89,25
﻿2022-01-25 13:15:10,37,0,24.22,0,25.24,23.89,25
﻿2022-01-25 13:15:16,35,0,24.12,0,25.24,23.89,25
﻿2022-01-25 13:15:22,38,0,24.3,0,25.24,23.89,25
﻿2022-01-25 13:15:28,38,0,24.3,0,25.24,23.89,25
﻿2022-01-25 13:15:34,38,0,24.3,0,25.24,23.89,25
﻿2022-01-25 13:15:40,40,1.73,24.4,42.7,25.24,23.89,25
﻿2022-01-25 13:15:46,40,1.75,24.39,43.9,25.24,23.89,25
﻿2022-01-25 13:15:52,41,1.85,24.43,45.92,25.24,23.89,25
﻿2022-01-25 13:15:58,41,1.87,24.43,43.97,25.24,23.89,25
﻿2022-01-25 13:16:04,40,1.9,24.43,44.7,25.24,23.89,25
﻿2022-01-25 13:16:10,40,1.85,24.41,44.95,25.24,23.89,25
﻿2022-01-25 13:16:16,41,1.77,24.43,44.21,25.24,23.89,25
﻿2022-01-25 13:16:22,40,1.79,24.41,44.67,25.24,23.89,25
﻿2022-01-25 13:16:28,40,1.77,24.41,44.42,25.24,23.89,25
﻿2022-01-25 13:16:34,41,1.84,24.42,42.97,25.24,23.89,25
﻿2022-01-25 13:16:40,41,1.82,24.42,43.95,25.24,23.89,25
﻿2022-01-25 13:16:46,41,1.82,24.42,42.73,25.24,23.89,25
﻿2022-01-25 13:16:52,41,1.81,24.42,46.15,25.24,23.89,25
﻿2022-01-25 13:16:58,41,1.89,24.42,44.68,25.24,23.89,25
﻿2022-01-25 13:17:04,41,1.91,24.42,43.46,25.24,23.89,25
﻿2022-01-25 13:17:10,41,1.89,24.42,47.37,25.24,23.89,25
﻿2022-01-25 13:17:16,41,1.87,24.42,46.15,25.24,23.89,25
﻿2022-01-25 13:17:22,41,1.89,24.42,46.88,25.24,23.89,25
﻿2022-01-25 13:17:28,41,1.91,24.44,46.19,25.24,23.89,25
﻿2022-01-25 13:17:34,40,2.04,24.43,47.63,25.24,23.89,25
﻿2022-01-25 13:17:40,41,1.95,24.43,46.41,25.24,23.89,25
﻿2022-01-25 13:17:46,41,1.91,24.43,48.37,25.24,23.89,25
﻿2022-01-25 13:17:52,41,2.02,24.43,46.9,25.24,23.89,25
﻿2022-01-25 13:17:58,41,1.92,24.43,48.86,25.24,23.89,25
﻿2022-01-25 13:18:04,41,1.91,24.43,48.12,25.24,23.89,25
﻿2022-01-25 13:18:10,40,1.91,24.43,47.39,25.24,23.89,25
﻿2022-01-25 13:18:16,41,1.98,24.43,47.63,25.24,23.89,25
﻿2022-01-25 13:18:22,41,1.94,24.43,47.14,25.24,23.89,25
﻿2022-01-25 13:18:28,41,1.92,24.43,47.39,25.24,23.89,25
﻿2022-01-25 13:18:34,40,1.97,24.41,46.62,25.24,23.89,25
﻿2022-01-25 13:18:40,40,1.8,24.41,46.13,25.24,23.89,25
﻿2022-01-25 13:18:46,41,1.74,24.43,42.5,25.24,23.89,25
﻿2022-01-25 13:18:52,40,1.81,24.41,45.15,25.24,23.89,25
﻿2022-01-25 13:18:58,40,1.81,24.41,45.15,25.24,23.89,25
﻿2022-01-25 13:19:04,40,1.77,24.41,43.93,25.24,23.89,25
﻿2022-01-25 13:19:10,40,1.74,24.41,42.96,25.24,23.89,25
﻿2022-01-25 13:19:16,40,1.74,24.41,42.71,25.24,23.89,25
﻿2022-01-25 13:19:22,41,1.74,24.42,44.93,25.24,23.89,25
﻿2022-01-25 13:19:28,40,1.69,24.4,42,25.24,23.89,25
﻿2022-01-25 13:19:34,41,1.75,24.42,41.02,25.24,23.89,25
﻿2022-01-25 13:19:40,40,1.71,24.4,40.5,25.24,23.89,25
﻿2022-01-25 13:19:46,40,1.65,24.4,40.74,25.24,23.89,25
﻿2022-01-25 13:19:52,40,1.66,24.4,39.77,25.24,23.89,25
﻿2022-01-25 13:19:58,41,1.7,24.4,39.04,25.24,23.89,25
﻿2022-01-25 13:20:04,40,1.64,24.4,42.21,25.24,23.89,25
﻿2022-01-25 13:20:10,40,1.59,24.4,40.5,25.24,23.89,25
﻿2022-01-25 13:20:16,40,1.64,24.4,40.26,25.24,23.89,25
﻿2022-01-25 13:20:22,40,1.6,24.4,41.48,25.24,23.89,25
﻿2022-01-25 13:20:28,40,1.6,24.4,40.01,25.24,23.89,25
﻿2022-01-25 13:20:34,40,1.55,24.4,38.55,25.24,23.89,25
﻿2022-01-25 13:20:40,40,1.61,24.4,37.33,25.24,23.89,25
﻿2022-01-25 13:20:46,40,1.6,24.4,39.77,25.24,23.89,25
﻿2022-01-25 13:20:52,39,0,24.32,0,25.24,23.89,25
﻿2022-01-25 17:07:06,60,0.25,25.48,5.35,25.5,25.45,25
﻿2022-01-25 17:07:12,60,0.21,25.48,7.64,25.51,25.45,25
﻿2022-01-25 17:07:18,60,0.21,25.48,6.11,25.51,25.45,25
﻿2022-01-25 17:07:24,60,0.26,25.33,6.58,25.51,25.33,25
